# x_m,y_m,w_tr_left_m,w_tr_right_m 
-0.5128749999999993,-0.009879999999999889,0.6000000000000001,1.0
-0.7128749999999995,0.040119999999999933,0.6000000000000001,1.1500000000000001
-0.9128749999999997,0.14012000000000002,0.55,1.4000000000000001
-1.1128749999999998,0.2401200000000001,0.45,1.5
-1.312875,0.3401200000000002,0.30000000000000004,1.5
-1.5128749999999993,0.3401200000000002,0.30000000000000004,1.4500000000000002
-1.7128749999999995,0.3401200000000002,0.30000000000000004,1.4500000000000002
-1.9128749999999997,0.3401200000000002,0.30000000000000004,1.4500000000000002
-2.112875,0.3401200000000002,0.30000000000000004,1.4500000000000002
-2.312875,0.3401200000000002,0.30000000000000004,1.5
-2.512875,0.3401200000000002,0.30000000000000004,1.5
-2.7128749999999995,0.3401200000000002,0.30000000000000004,1.6
-2.9128749999999997,0.44011999999999984,0.25,1.6
-3.0128749999999997,0.64012,0.2,1.25
-3.112875,0.8401200000000002,0.2,1.1500000000000001
-3.212875,1.04012,0.30000000000000004,1.05
-3.312875,1.2401200000000001,0.4,0.9500000000000001
-3.4128749999999997,1.4401199999999998,0.45,0.8
-3.4128749999999997,1.64012,0.45,0.8
-3.4128749999999997,1.8401200000000002,0.45,0.8
-3.4128749999999997,2.0401200000000004,0.45,0.8500000000000001
-3.4128749999999997,2.2401200000000006,0.45,0.9
-3.4128749999999997,2.44012,0.45,0.9
-3.4128749999999997,2.64012,0.4,0.9
-3.4128749999999997,2.84012,0.35000000000000003,0.9
-3.4128749999999997,3.0401200000000004,0.30000000000000004,0.9
-3.4128749999999997,3.2401200000000006,0.30000000000000004,0.9
-3.4128749999999997,3.44012,0.30000000000000004,0.9500000000000001
-3.4128749999999997,3.64012,0.30000000000000004,1.0
-3.4128749999999997,3.84012,0.30000000000000004,1.0
-3.4128749999999997,4.04012,0.30000000000000004,1.05
-3.4128749999999997,4.240120000000001,0.30000000000000004,1.05
-3.4128749999999997,4.44012,0.30000000000000004,1.05
-3.4128749999999997,4.64012,0.30000000000000004,1.05
-3.4128749999999997,4.840120000000001,0.30000000000000004,1.1
-3.4128749999999997,5.04012,0.30000000000000004,1.1500000000000001
-3.4128749999999997,5.240120000000001,0.30000000000000004,1.2000000000000002
-3.312875,5.44012,0.30000000000000004,1.3
-3.212875,5.640120000000001,0.2,1.35
-3.112875,5.840120000000001,0.30000000000000004,1.4500000000000002
-3.0128749999999997,6.04012,0.4,1.55
-2.9128749999999997,6.240120000000001,0.55,1.6500000000000001
-2.812875,6.44012,0.6000000000000001,1.8
-2.7128749999999995,6.640120000000001,0.65,2.5500000000000003
-2.512875,6.740120000000001,0.6000000000000001,2.2
-2.312875,6.840120000000001,0.55,2.0500000000000003
-2.112875,6.94012,0.55,1.9500000000000002
-1.9128749999999997,7.040120000000002,0.5,2.3000000000000003
-1.812875,7.240120000000001,0.35000000000000003,2.6
-1.7128749999999995,7.340120000000001,0.35000000000000003,1.7000000000000002
-1.5128749999999993,7.44012,0.30000000000000004,1.4500000000000002
-1.312875,7.540120000000002,0.30000000000000004,1.4000000000000001
-1.1128749999999998,7.640120000000001,0.30000000000000004,1.3
-0.9128749999999997,7.740120000000001,0.30000000000000004,1.1500000000000001
-0.7128749999999995,7.740120000000001,0.30000000000000004,1.1500000000000001
-0.5128749999999993,7.740120000000001,0.30000000000000004,1.1500000000000001
-0.312875,7.740120000000001,0.30000000000000004,1.1500000000000001
-0.11287499999999984,7.740120000000001,0.30000000000000004,1.1500000000000001
0.08712500000000034,7.740120000000001,0.30000000000000004,1.1500000000000001
0.2871250000000005,7.740120000000001,0.30000000000000004,1.25
0.4871250000000007,7.640120000000001,0.25,1.35
0.5871250000000003,7.44012,0.2,1.4500000000000002
0.687125,7.240120000000001,0.25,1.25
0.687125,7.040120000000002,0.25,1.25
0.687125,6.840120000000001,0.25,1.05
0.687125,6.640120000000001,0.25,0.9
0.687125,6.44012,0.25,0.5
0.5871250000000003,6.240120000000001,0.15000000000000002,0.30000000000000004
0.4871250000000007,6.04012,0.2,0.2
0.2871250000000005,5.94012,0.30000000000000004,0.30000000000000004
0.08712500000000034,5.840120000000001,0.35000000000000003,0.30000000000000004
-0.11287499999999984,5.740120000000001,0.45,0.35000000000000003
-0.312875,5.640120000000001,0.55,0.4
-0.5128749999999993,5.54012,0.55,0.4
-0.7128749999999995,5.44012,0.5,0.4
-0.812875,5.240120000000001,0.65,0.35000000000000003
-1.0128749999999993,5.14012,0.55,0.4
-1.1128749999999998,4.94012,0.7000000000000001,0.30000000000000004
-1.2128749999999995,4.740120000000001,0.8500000000000001,0.2
-1.312875,4.54012,0.8500000000000001,0.2
-1.4128749999999997,4.340120000000001,0.8,0.30000000000000004
-1.4128749999999997,4.14012,0.8,0.25
-1.4128749999999997,3.94012,0.8,0.25
-1.4128749999999997,3.7401200000000006,0.8,0.25
-1.4128749999999997,3.5401200000000004,0.75,0.25
-1.312875,3.34012,0.9500000000000001,0.2
-1.2128749999999995,3.14012,1.35,0.15000000000000002
-1.0128749999999993,3.0401200000000004,1.6500000000000001,0.2
-0.812875,2.94012,1.6,0.30000000000000004
-0.6128749999999998,2.84012,1.5,0.4
-0.41287499999999966,2.7401200000000006,1.4000000000000001,0.5
-0.21287499999999948,2.64012,0.8500000000000001,0.55
-0.012874999999999304,2.5401200000000004,0.7000000000000001,0.65
0.18712499999999999,2.44012,0.6000000000000001,0.8
0.38712500000000016,2.34012,0.45,0.9
0.5871250000000003,2.2401200000000006,0.35000000000000003,1.05
0.7871250000000005,2.14012,0.2,1.1500000000000001
0.9871250000000007,2.0401200000000004,0.2,1.55
1.0871250000000003,1.8401200000000002,0.25,1.3
1.0871250000000003,1.64012,0.25,1.3
1.0871250000000003,1.4401199999999998,0.25,1.35
1.0871250000000003,1.2401200000000001,0.25,1.4000000000000001
1.0871250000000003,1.04012,0.25,1.4000000000000001
1.0871250000000003,0.8401200000000002,0.25,1.4000000000000001
1.0871250000000003,0.64012,0.25,1.5
0.9871250000000007,0.44011999999999984,0.25,1.7000000000000002
0.7871250000000005,0.3401200000000002,0.35000000000000003,1.3
0.5871250000000003,0.2401200000000001,0.45,1.1500000000000001
0.38712500000000016,0.14012000000000002,0.5,1.1
0.18712499999999999,0.040119999999999933,0.55,0.9500000000000001
